date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,3,3.0,7,2117568,Chagall (IRE),7,G,139,5.0,George Rooke,Jack Jones,760.74,56.0,Slade Power (IRE),Dangle (IRE),Desert Style
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,10,4.0,4,4263232,Nivelles Magic (GB),4,F,129,6.5,Kieran ONeill,Simon Earle,380.68,46.0,Hellvelyn (GB),Nihal (IRE),Singspiel
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,12,5.0,11,4618301,Angel Of Peace (IRE),3,F,126,9.0,Saffie Osborne,Ed Walker,189.72,55.0,Dark Angel (IRE),Button Down (GB),Oasis Dream
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,5,6.0,2,4249816,Egoiste (USA),4,G,137,6.0,Benoit De La Sayette,David Menuisier,,54.0,Flintshire (GB),Denomination (USA),Smart Strike
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,13,7.0,9,4493040,Centerstage (IRE),3,G,120,6.0,Oisin Murphy,Ed Dunlop,,49.0,Showcasing (GB),Landmark (USA),Arch
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,4,8.0,5,3588785,Damascus Finish (IRE),4,G,139,21.0,William Carson,Brett Johnson,,56.0,Markaz (IRE),Impressive Victory (USA),Street Cry
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,8,9.0,10,2724440,Hector Loza (GB),6,G,133,21.0,Jack Mitchell,Simon Dow,,50.0,Kodiac (GB),Queen Sarra (GB),Shamardal
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,9,10.0,8,2819113,Moosmee (IRE),6,G,126,29.0,Christian Howarth,Simon Dow,,48.0,Society Rock (IRE),Tara Too (IRE),Danetime
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,1,11.0,6,4078846,Crazy Maisie (IRE),4,F,135,17.0,Aidan Keeley,Mark Hoad,,57.0,Belardo (IRE),Circleofinfluence (USA),Eurosilver
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,2,12.0,14,4479498,Into The Spotlight (IRE),4,F,140,101.0,Charlie Bennett,Mark Gillard,,57.0,Profitable (IRE),Teodelight (IRE),Teofilo
2023-06-19,GB,Lingfield (AW),16:00,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,1m2f,10f,Standard,AW,13,11,,1,3127990,Henley Park (GB),6,G,129,81.0,Tom Queally,Gary Moore,,46.0,Paco Boy (IRE),Sunny Afternoon (GB),Atraf
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,6,1.0,3,1413765,Knockout Blow (GB),8,G,131,9.0,George Rooke,John E Long,3873.16,59.0,Lethal Force (IRE),Elidore (GB),Danetime
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,3,2.0,1,4436510,Fierce (IRE),3,G,137,4.5,Tom Queally,Gary Moore,1817.44,72.0,Dandy Man (IRE),Saffian (GB),Dubawi
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,7,3.0,5,4303387,Ben Hamrash (GB),3,G,130,6.0,Oisin Murphy,Ed Walker,907.98,65.0,Mayson (GB),Dance East (GB),Shamardal
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,2,4.0,4,3634776,Jungle Run (IRE),4,G,139,6.0,David Egan,Tom Clover,454.36,67.0,Bungle Inthejungle (GB),Malekat Jamal (IRE),Dutch Art
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,5,5.0,8,4340204,Lumacho (IRE),3,F,133,11.0,William Buick,George Boughey,226.44,68.0,Camacho (GB),Southern Belle (IRE),Aqlaam
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,1,6.0,7,2751674,Lilkian (GB),6,G,135,4.33,Liam Wright,Darryll Holland,,70.0,Sepoy (AUS),Janie Runaway (IRE),Antonius Pius
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,4,7.0,9,5002218,Harriets Angel (GB),3,F,133,10.0,Andrea Atzeni,Ed Dunlop,,68.0,Harry Angel (IRE),Via Lattea (IRE),Teofilo
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,9,8.0,6,2046776,Nefarious (IRE),7,G,126,17.0,Jack Mitchell,Simon Dow,,54.0,Zebedee (GB),Tellelle (IRE),Trans Island
2023-06-19,GB,Lingfield (AW),16:30,At The Races App Form Study Handicap,Flat,Class 5,6f,6f,Standard,AW,9,8,9.0,2,4342386,Kodi Noir (IRE),3,G,129,51.0,Kieran ONeill,Alice Haynes,,64.0,Kessaar (IRE),Sundown (GB),Polish Precedent
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,6,1.0,13,1119185,Its How We Roll (IRE),9,G,141,12.0,Dylan Hogan,Henry Oliver,3768.48,48.0,Fastnet Rock (AUS),Clodora (FR),Linamix
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,14,2.0,3,4431792,Hourless (GB),3,G,128,2.2,Rossa Ryan,Alan King,1768.32,49.0,Time Test (GB),Poly Pomona (GB),Green Desert
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,1,3.0,2,3693794,Asense (GB),4,F,141,10.0,Rob Hornby,Gary Moore,883.44,47.0,Equiano (FR),Atwix (GB),Sakhee
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,11,4.0,8,3287653,Urban Forest (GB),5,G,141,13.0,Trevor Whelan,Ed de Giles,442.08,47.0,Cityscape (GB),Tijuca (IRE),Captain Rio
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,3,5.0,11,2641711,Galactic Glow (IRE),6,G,136,15.0,Taylor Fisher,Joe Tickle,220.32,50.0,No Nay Never (USA),Shine Like A Star (GB),Fantastic Light
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,9,6.0,12,3719565,Rita Rana (IRE),4,F,141,17.0,David Probert,Adrian Wintle,,47.0,The Gurkha (IRE),Tureyth (USA),Street Cry
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,5,7.0,15,1573750,Global Style (IRE),8,G,141,29.0,Sean Levey,Tony Carroll,,46.0,Nathaniel (IRE),Danaskaya (IRE),Danehill
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,4,8.0,5,3654383,Gilbert (GB),4,G,141,5.0,Tom Marquand,Adam West,,48.0,Cityscape (GB),Merry Diva (GB),Bahamian Bounty
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,10,9.0,10,1706297,Temur Khan (GB),8,G,141,51.0,George Wood,Tony Carroll,,50.0,Dansili (GB),Slink (GB),Selkirk
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,8,10.0,7,2040805,Ocean Reach (GB),7,M,136,29.0,Isobel Francis,Richard Price,,45.0,Phoenix Reach (IRE),Ocean Transit (IRE),Trans Island
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,7,11.0,9,3862948,Kanuhura (GB),4,F,138,51.0,Georgia Dobie,Laura Mongan,,48.0,Kodiac (GB),Gameday (GB),Zamindar
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,15,12.0,4,4373439,Island King (IRE),3,G,128,26.0,Ray Dawson,Heather Main,,47.0,Ribchester (IRE),Diptych (USA),Hat Trick
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,13,13.0,6,4705228,Fadi (FR),3,G,128,23.0,Pat Cosgrave,Richard Hughes,,47.0,Mehmas (IRE),Perspective (IRE),New Approach
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,2,14.0,1,4249832,Broadshare (GB),4,G,134,126.0,Mia Nicholls,Keiran Burke,,11.0,Kodiac (GB),Bruxcalina (FR),Linamix
2023-06-19,GB,Windsor,20:05,Follow Fitzdares On Twitter And Instagram Classified Stakes,Flat,Class 6,1m3½f,11.5f,Good,Turf,15,12,15.0,14,4607033,Earthy Mangold (IRE),3,F,125,67.0,Rhiain Ingram,Roger Ingram,,50.0,Bungle Inthejungle (GB),Avizare (IRE),Lawman
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,6,1.0,2,4274060,Be Frank (GB),3,G,129,3.0,Dane ONeill,Henry Candy,5652.72,79.0,Cable Bay (IRE),Bonnie Arlene (IRE),Excelebration
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,7,2.0,6,4409383,Thankuappreciate (GB),3,G,129,4.5,Rowan Scott,Nigel Tinkler,2652.48,79.0,Fountain Of Youth (IRE),Illusions (GB),Toronado
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,1,3.0,8,4375497,Zaman Jemil (IRE),3,G,137,15.0,Trevor Whelan,Harry & Roger Charlton,1325.16,87.0,Invincible Spirit (IRE),Zippy Rock (IRE),Fastnet Rock
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,8,4.0,7,4273995,Sergeant Pep (IRE),3,G,127,19.0,John Fahy,Clive Cox,663.12,77.0,Kodiac (GB),Light Glass (IRE),Lope De Vega
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,3,5.0,5,4471468,Heroism (IRE),3,C,132,12.0,Rossa Ryan,Clive Cox,330.48,82.0,Invincible Spirit (IRE),Liberating (GB),Iffraaj
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,4,6.0,1,4251623,Betweenthesticks (GB),3,G,126,12.0,Rose Dawes,Jack Channon,,81.0,Captain Gerrard (IRE),Jollyhockeysticks (GB),Fantastic Light
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,5,7.0,4,4303320,Kessaar Power (IRE),3,G,130,5.5,J F Egan,Kevin Philippart De Foy,,80.0,Kessaar (IRE),Lady Willpower (GB),Multiplex
2023-06-19,GB,Windsor,19:35,charleskendall.com Handicap,Flat,Class 4,6f,6f,Good,Turf,8,2,8.0,3,4076130,Clipsham La Habana (GB),3,C,132,7.0,David Probert,Kevin Philippart De Foy,,82.0,Havana Grey (GB),Vittas Touch (USA),Touch Gold
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,4,1.0,1,4175613,Carry On Aitch (IRE),3,F,129,6.0,Adam Farragher,Philip McBride,3768.48,52.0,Fast Company (IRE),Blue Willow (GB),Exceed And Excel
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,6,2.0,5,4409445,Zing Up (IRE),3,F,129,19.0,Sean Levey,Tom Ward,1768.32,49.0,Kuroshio (AUS),Scrumptious (GB),Sakhee
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,9,3.0,10,4479496,Rewilding (GB),3,C,126,6.0,David Probert,Robert Cowell,883.44,46.0,Night Of Thunder (IRE),Kassuta (GB),Kyllachy
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,2,4.0,3,4269993,Wedgewood (GB),3,F,135,5.5,Tom Marquand,Tony Carroll,442.08,55.0,Outstrip (GB),Gorgeous (FR),Assertive
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,1,5.0,8,4570894,Speed Dial Baileys (GB),3,F,137,4.5,Rossa Ryan,James Tate,220.32,57.0,Harry Angel (IRE),Ring For Baileys (GB),Kyllachy
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,8,6.0,4,4908813,Tough Girl (GB),3,F,126,5.5,J F Egan,Michael Wigham,,46.0,Due Diligence (USA),Todber (GB),Cape Cross
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,7,7.0,2,4076363,Asian Queen (GB),3,F,129,8.0,Ray Dawson,Robert Cowell,,49.0,Twilight Son (GB),Alsium (IRE),Invincible Spirit
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,5,8.0,9,4973499,Diamond Hands (IRE),3,F,131,21.0,Pat Cosgrave,Jim Boyle,,51.0,Ardad (IRE),Al Gharrafa (GB),Dutch Art
2023-06-19,GB,Windsor,17:35,Download Fitzdares For Free Race Streaming Handicap,Flat,Class 6,5f,5f,Good,Turf,9,10,9.0,6,4765715,Zany Idea (IRE),3,F,121,67.0,Rose Dawes,Julia Feilden,,46.0,Zoffany (IRE),Novel Concept (IRE),Fastnet Rock
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,2,1.0,4,3552558,Sterling Knight (GB),4,G,135,8.5,David Probert,Ed Dunlop,9936.0,90.0,Camelot (GB),Sterling Sound (USA),Street Cry
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,9,2.0,9,2578012,Lequinto (IRE),6,G,127,11.0,Rossa Ryan,Tony Carroll,4664.4,82.0,Requinto (IRE),Moss Nation (GB),Moss Vale
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,6,3.0,10,3891045,Justcallmepete (GB),4,G,131,8.5,Dougie Costello,James Evans,2333.12,86.0,Bated Breath (GB),Firenze (GB),Efisio
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,10,4.0,5,3048865,Cairn Gorm (GB),5,G,126,5.0,Ray Dawson,Kevin Philippart De Foy,1166.56,81.0,Bated Breath (GB),In Your Time (GB),Dalakhani
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,11,5.0,8,1220210,Treacherous (GB),9,G,123,4.5,Trevor Whelan,Ed de Giles,,78.0,Paco Boy (IRE),Black Baroness (GB),Ishiguru
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,3,6.0,6,3101971,Nomadic Empire (IRE),5,G,134,7.5,Jason Watson,David OMeara,,89.0,Kodiac (GB),Beatify (IRE),Big Bad Bob
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,1,7.0,1,2264871,Chairmanoftheboard (IRE),7,G,136,6.5,Rob Hornby,Jack Channon,,91.0,Slade Power (IRE),Bound Copy (USA),Street Cry
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,8,8.0,7,4233814,Bear Profit (IRE),4,G,129,13.0,Sean Levey,Stuart Williams,,84.0,Profitable (IRE),Orikawa (FR),Gold Away
2023-06-19,GB,Windsor,19:05,Fitzdares Sprint Series Qualifier Handicap (Windsor Sprint Series Qualifier),Flat,Class 3,6f,6f,Good,Turf,9,5,9.0,11,3097930,Rolfe Rembrandt (GB),5,G,132,41.0,Dane ONeill,Michael Scudamore,,87.0,Dutch Art (GB),Rebecca Rolfe (GB),Pivotal
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,11,1.0,2,5021458,Queues Likely (GB),2,F,128,8.5,Sean Levey,J S Moore,3672.0,,Massaat (IRE),Bakoura (GB),Green Desert
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,7,2.0,9,5118309,Band Of Joy (GB),2,F,128,4.33,Pat Cosgrave,George Boughey,1723.8,,Land Force (IRE),Angels Wings (IRE),Dark Angel
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,6,3.0,8,4924823,Acer (GB),2,F,128,3.0,Rossa Ryan,Clive Cox,862.24,,Harry Angel (IRE),Heliograph (GB),Ishiguru
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,3,4.0,6,5102061,Justahunch (GB),2,C,133,7.0,J F Egan,Darryll Holland,431.12,,Washington DC (IRE),Spirit Glance (GB),Invincible Spirit
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,8,5.0,11,4827015,Easel (GB),2,F,128,10.0,Rob Hornby,Jonathan Portman,,,Tasleet (GB),Szabos Art (GB),Excellent Art
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,5,6.0,5,5102062,Rusheen Boy (GB),2,C,133,12.0,Dylan Hogan,Julia Feilden,,,Coach House (IRE),Displaying Amber (GB),Showcasing
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,9,7.0,7,5098091,Fillide Melandroni (IRE),2,F,128,13.0,Jason Watson,P Charalambous & J Clutterbuck,,,Caravaggio (USA),Midnight Oasis (GB),Oasis Dream
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,2,8.0,3,4977917,Equiart (GB),2,G,133,34.0,Dane ONeill,Darryll Holland,,,Equiano (FR),Silca Mistress (GB),Dutch Art
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,10,9.0,1,5073376,Kiss And Run (GB),2,F,128,26.0,Trevor Whelan,Rachel Cook & John Bridger,,,Twilight Son (GB),Desert Kiss (GB),Cape Cross
2023-06-19,GB,Windsor,18:05,Andy Stoddard 50th Birthday EBF Restricted Maiden Stakes (Band D) (EBF Qual) (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,1,10.0,12,5128031,Dominant Force (GB),2,C,133,67.0,George Wood,Tony Carroll,,,Land Force (IRE),Chittenden (USA),Ravens Pass
2023-06-19,GB,Windsor,20:35,CLPartners 25 Year Anniversary Handicap,Flat,Class 4,1m,8f,Good,Turf,5,3,1.0,1,4257395,Metabolt (GB),4,G,126,2.62,Laura Pearson,David Loughnane,5652.72,79.0,Night Of Thunder (IRE),Something Exciting (GB),Halling
2023-06-19,GB,Windsor,20:35,CLPartners 25 Year Anniversary Handicap,Flat,Class 4,1m,8f,Good,Turf,5,7,2.0,5,4014038,Two Tempting (IRE),4,G,126,6.0,Rob Hornby,Jonathan Portman,2652.48,76.0,New Bay (GB),Dangle (IRE),Desert Style
2023-06-19,GB,Windsor,20:35,CLPartners 25 Year Anniversary Handicap,Flat,Class 4,1m,8f,Good,Turf,5,4,3.0,2,2781505,Global Esteem (IRE),6,G,129,8.5,Kieran Shoemark,John Gallagher,1325.16,79.0,Kodiac (GB),Baltic Belle (IRE),Redback
2023-06-19,GB,Windsor,20:35,CLPartners 25 Year Anniversary Handicap,Flat,Class 4,1m,8f,Good,Turf,5,2,4.0,6,3862958,Wilkins (GB),4,G,132,6.5,Tom Marquand,William Haggas,663.12,82.0,Lope De Vega (IRE),Tiptree (IRE),Duke Of Marmalade
2023-06-19,GB,Windsor,20:35,CLPartners 25 Year Anniversary Handicap,Flat,Class 4,1m,8f,Good,Turf,5,6,5.0,3,2838228,Grey Fox (IRE),6,G,126,5.5,Sean Levey,Emma Lavelle,330.48,76.0,Gutaifan (IRE),Boucheron (GB),Galileo
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,3,1.0,4,5073240,Royal Mila (GB),3,F,132,1.25,Tom Marquand,William Haggas,4320.0,,Nathaniel (IRE),Russian Finale (GB),Dansili
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,7,2.0,8,4847298,Rogue Warrior (IRE),3,F,125,19.0,Dane ONeill,Tom Clover,2028.0,,Saxon Warrior (JPN),Speciality (FR),Lawman
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,8,3.0,6,4609255,Anna Aurelia (GB),3,F,123,41.0,Rob Hornby,Jonathan Portman,1014.4,,Wootton Bassett (GB),Faustinatheyounger (IRE),Antonius Pius
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,4,4.0,3,5045878,Breathless Bishop (GB),3,G,130,11.0,Trevor Whelan,Harry & Roger Charlton,507.2,,Bated Breath (GB),Telescopic (GB),Galileo
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,2,5.0,5,5008003,Goldsborough (GB),3,C,133,6.0,David Probert,Andrew Balding,,,Pearl Secret (GB),Emily Carr (IRE),Teofilo
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,6,6.0,1,5085206,Rogue Princess (FR),3,F,122,29.0,Adam Farragher,Tom Clover,,,Cracksman (GB),Beautiful Heroine (IRE),High Chaparral
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,1,7.0,2,5128030,Cheers Babe (GB),4,F,133,81.0,Dougie Costello,Ian Williams,,,Hellvelyn (GB),Blues In Cee (IRE),Sinndar
2023-06-19,GB,Windsor,18:35,Play With The Finest Bookmaker Fitzdares Restricted Novice Stakes (Bands B/C/D) (GBB Race),Flat,Class 5,1m2f,10f,Good,Turf,8,5,8.0,7,4906683,Out Rule (IRE),3,G,128,41.0,Kieran Shoemark,William Jarvis,,74.0,Karakontie (JPN),Leaf Blower (USA),Hat Trick
2023-06-19,GB,Wolverhampton (AW),16:10,Download The At The Races App Handicap,Flat,Class 6,1m1½f,9.5f,Standard,AW,10,1,1.0,2,3839259,Sids Annie (GB),4,F,137,9.5,Hayley Turner,Mark Usher,3245.08,67.0,Farhh (GB),Blushing Beauty (GB),Youmzain
2023-06-19,GB,Wolverhampton (AW),16:10,Download The At The Races App Handicap,Flat,Class 6,1m1½f,9.5f,Standard,AW,10,7,2.0,8,4125046,Kenilworth King (USA),4,G,128,17.0,Charles Bishop,Eve Johnson Houghton,1522.72,58.0,Kittens Joy (USA),Uniformly Yours (CAN),Grand Slam
2023-06-19,GB,Wolverhampton (AW),16:10,Download The At The Races App Handicap,Flat,Class 6,1m1½f,9.5f,Standard,AW,10,9,3.0,9,2996830,Prince Ali (GB),5,G,123,10.0,Laura Coughlan,Deborah Faulkner,760.74,58.0,Twilight Son (GB),Desert Liaison (GB),Dansili
2023-06-19,GB,Wolverhampton (AW),16:10,Download The At The Races App Handicap,Flat,Class 6,1m1½f,9.5f,Standard,AW,10,10,4.0,10,3098702,Distinction (IRE),5,G,115,8.0,Connor Planas,John Mackie,380.68,50.0,Kodiac (GB),Tajbell (IRE),New Approach
2023-06-19,GB,Wolverhampton (AW),16:10,Download The At The Races App Handicap,Flat,Class 6,1m1½f,9.5f,Standard,AW,10,4,5.0,5,4332888,Sarkha (IRE),4,G,132,5.5,Billy Loughnane,Ed Dunlop,189.72,65.0,The Gurkha (IRE),Saga Celebre (FR),Peintre Celebre
